,name,LTE,year,weight,display_type,screen_size,ppi,cpu_ghz,ram,internal,camera,front_cam,blth_v,battery,price
67,alcatel Flash Plus 2,1,"2016, May",157g (5.54 oz),"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~71.5% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Octa-core (4x1.8 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),"32 GB, 3 GB RAM or 16 GB, 2 GB RAM","32 GB, 3 GB RAM or 16 GB, 2 GB RAM","13 MP, f/2.0, 1/3"", 1.12m, PDAF",5 MP,"4.1, A2DP",Non-removable Li-Ion 3000 mAh battery,About 140 EUR
68,alcatel Pop 7 LTE,1,"2016, April",295.1 g (10.41 oz),"TFT capacitive touchscreen, 16M colors","7.0 inches, 137.9 cm2 (~65.3% screen-to-body ratio)","600 x 1024 pixels, 16:9 ratio (~170 ppi density)",Quad-core 1.1 GHz,"8 GB, 1 GB RAM","8 GB, 1 GB RAM",5 MP,2 MP,"4.1, A2DP, LE",Non-removable Li-Ion 3240 mAh battery,About 130 EUR
69,alcatel Pop 4S,1,"2016, February",-,"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~71.3% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Octa-core (4x1.8 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),"16 GB, 2 GB RAM","16 GB, 2 GB RAM","13 MP, f/2.0, 1/3"", PDAF",5 MP,"4.2, A2DP",Non-removable Li-Ion 2960 mAh battery,About 150 EUR
70,alcatel Pop 4+,1,"2016, February",-,"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~71.7% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",Quad-core 1.1 GHz Cortex-A7,"16 GB, 1.5 GB RAM","16 GB, 1.5 GB RAM","8 MP, AF, f/2.0",5 MP,"4.1, A2DP",Removable Li-Ion 2500 mAh battery,About 110 EUR
71,alcatel Pop 4,1,"2016, February",-,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~68.6% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Quad-core 1.1 GHz Cortex-A7,"8 GB, 1 GB RAM","8 GB, 1 GB RAM","8 MP, AF",5 MP,"4.0, A2DP",Removable Li-Ion 2500 mAh battery,About 80 EUR
72,alcatel Idol 4s Windows,1,"2016, Q3",152 g (5.36 oz),"AMOLED capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~71.9% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo),"64 GB, 4 GB RAM","64 GB, 4 GB RAM","21 MP, PDAF",8 MP,"4.1, A2DP, LE",Non-removable Li-Ion 3000 mAh battery,About 200 EUR
73,alcatel Idol 4s,1,"2016, February",149 g (5.26 oz),"AMOLED capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~71.9% screen-to-body ratio)","1440 x 2560 pixels, 16:9 ratio (~534 ppi density)",Octa-core (4x1.8 GHz Cortex-A72 & 4x1.4 GHz Cortex-A53),"32 GB, 3 GB RAM","32 GB, 3 GB RAM","16 MP, PDAF, f/2.0",8 MP,"4.2, A2DP, LE",Non-removable Li-Ion 3000 mAh battery,About 220 EUR
74,alcatel Idol 4,1,"2016, February",135 g (4.76 oz),"LTPS IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm2 (~69.9% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~424 ppi density)",Octa-core (4x1.7 GHz Cortex-A53 & 4x1.2 GHz Cortex-A53),"16 GB, 2 GB RAM - 6055Y, 6055K16 GB, 3 GB RAM - 6055B, 6055H, 6055I","16 GB, 2 GB RAM - 6055Y, 6055K16 GB, 3 GB RAM - 6055B, 6055H, 6055I","13 MP, PDAF, f/2.0",8 MP,"4.2, A2DP, LE",Non-removable Li-Ion 2610 mAh battery,About 200 EUR
77,alcatel Pixi 4 (7),0,"2016, January",-,"TFT capacitive touchscreen, 16M colors","7.0 inches, 137.9 cm2 (~67.7% screen-to-body ratio)","600 x 1024 pixels, 16:9 ratio (~170 ppi density)",Quad-core 1.3 GHz Cortex-A7,"8 GB, 1 GB RAM","8 GB, 1 GB RAM",2 MP,VGA,"4.1, A2DP",Non-removable Li-Ion 2580 mAh battery,About 80 EUR
78,alcatel Pixi 4 (6) 3G,0,"2016, June",179 g (6.31 oz),"IPS LCD capacitive touchscreen, 16M colors","6.0 inches, 99.2 cm2 (~68.2% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~184 ppi density)",Quad-core 1.3 GHz,"8 GB, 1 GB RAM","8 GB, 1 GB RAM","13 MP, AF",8 MP,"4.1, A2DP",Removable Li-Ion 2580 mAh battery,About 120 EUR
79,alcatel Pixi 4 (6),1,"2016, January",-,"IPS LCD capacitive touchscreen, 16M colors","6.0 inches, 99.2 cm2 (~71.8% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~245 ppi density)",Quad-core 1.1 GHz Cortex-A7,"8 GB, 1 GB RAM or 16 GB, 1.5 GB RAM","8 GB, 1 GB RAM or 16 GB, 1.5 GB RAM","8 MP, AF",5 MP,"4.1, A2DP",Removable Li-Ion 2580 mAh battery,About 100 EUR
83,Allview Soul X5 Style,1,"2018, November",168 g (5.93 oz),"IPS LCD capacitive touchscreen, 16M colors","6.2 inches, 96.7 cm2 (~80.7% screen-to-body ratio)",720 x 1500 pixels (~268 ppi density),Octa-core 2.0 GHz Cortex-A53,"32 GB, 3 GB RAM","32 GB, 3 GB RAM","13 MP, AF
2 MP, depth sensor","8 MP, f/2.2","5.0, A2DP, LE",Non-removable Li-Po 4000 mAh battery,About 220 EUR
88,Allview Soul X5 Pro,1,"2018, June",210 g (7.41 oz),"IPS LCD capacitive touchscreen, 16M colors","6.2 inches, 96.9 cm2 (~82.8% screen-to-body ratio)","1080 x 2246 pixels, 18.7:9 ratio (~402 ppi density)",Octa-core (4x2.0 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53),"32 GB, 4 GB RAM","32 GB, 4 GB RAM","16 MP, f/2.0, PDAF
5 MP, depth sensor","16 MP, f/2.0","4.2, A2DP, LE",Non-removable Li-Po 3000 mAh battery,About 330 EUR
90,Allview X4 Soul Infinity Plus,1,"2017, September",156 g (5.50 oz),"IPS LCD capacitive touchscreen, 16M colors","6.0 inches, 92.9 cm2 (~77.8% screen-to-body ratio)","1080 x 2160 pixels, 18:9 ratio (~402 ppi density)",Octa-core (4x2.4 GHz Cortex-A53 & 4x1.4 GHz Cortex-A53),"64 GB, 6 GB RAM","64 GB, 6 GB RAM","13 MP, 1/3"", 1.12m, PDAF
5 MP, depth sensor",13 MP,"4.0, A2DP, EDR, LE",Non-removable Li-Po 3050 mAh battery,About 450 EUR
96,Allview V3 Viper,1,"2018, January",143.6 g (5.08 oz),"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 78.1 cm2 (~73.3% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~293 ppi density)",Quad-core 1.3 GHz Cortex-A53,"32 GB, 3 GB RAM","32 GB, 3 GB RAM","13 MP, AF",13 MP,"4.2, A2DP, LE",Non-removable Li-Po 3000 mAh battery,About 220 EUR
97,Allview X4 Soul Mini S,1,"2017, June",145 g (5.11 oz),"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~67.4% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Quad-core 1.25 GHz Cortex-A53,"16 GB, 1 GB RAM","16 GB, 1 GB RAM","8 MP, AF",8 MP,"4.0, A2DP, EDR",Non-removable Li-Po 2500 mAh battery,About 150 EUR
104,Allview X4 Soul,1,"2017, February",167.5 g (5.93 oz),"LTPS IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~70.8% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Octa-core (4x2.0 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),"64 GB, 4 GB RAM","64 GB, 4 GB RAM","13 MP, 1/3"", 1.12m, PDAF
5 MP, depth sensor",13 MP,"4.0, A2DP, EDR, LE",Non-removable Li-Po 3000 mAh battery,About 420 EUR
120,Amazon Fire HD 10 (2017),0,"2017, September",500 g (1.10 lb),"IPS LCD capacitive touchscreen, 16M colors","10.1 inches, 295.8 cm2 (~71.0% screen-to-body ratio)","1920 x 1200 pixels, 16:10 ratio (~224 ppi density)",Quad-core (2x1.8 GHz Cortex-A72 & 2x1.4 GHz Cortex-A53),"32/64 GB, 2 GB RAM","32/64 GB, 2 GB RAM",2 MP,VGA,"4.1, A2DP, LE",Non-removable Li-Po 3830 mAh battery (14.2 Wh),About 170 EUR
121,Amazon Fire HD 8 (2017),0,"2017, May",369 g (13.02 oz),"IPS LCD capacitive touchscreen, 16M colors","8.0 inches, 185.6 cm2 (~67.7% screen-to-body ratio)","800 x 1280 pixels, 16:10 ratio (~189 ppi density)",Quad-core 1.3 GHz Cortex-A53,"16/32 GB, 1.5 GB RAM","16/32 GB, 1.5 GB RAM",2 MP,VGA,"4.0, A2DP, LE",Non-removable Li-Po 3210 mAh battery (11.87 Wh),About 110 EUR
122,Amazon Fire 7 (2017),0,"2017, May",295 g (10.41 oz),"IPS LCD capacitive touchscreen, 16M colors","7.0 inches, 137.9 cm2 (~62.5% screen-to-body ratio)","600 x 1024 pixels, 16:9 ratio (~170 ppi density)",Quad-core 1.3 GHz Cortex-A7,"8/16 GB, 1 GB RAM","8/16 GB, 1 GB RAM",2 MP,VGA,"4.0, A2DP, LE",Non-removable Li-Ion 2980 mAh battery,About 70 EUR
125,Amazon Fire 7,0,"2015, September",313 g (11.04 oz),"IPS LCD capacitive touchscreen, 16M colors","7.0 inches, 137.9 cm2 (~62.8% screen-to-body ratio)","600 x 1024 pixels, 16:9 ratio (~170 ppi density)",Quad-core 1.3 GHz Cortex-A7,"8 GB, 1 GB RAM","8 GB, 1 GB RAM",2 MP,VGA,"4.0, A2DP, LE",Non-removable Li-Ion 2980 mAh battery,About 50 EUR
127,Amazon Fire HD 7,0,"2014, September",337 g (11.89 oz),"IPS LCD capacitive touchscreen, 16M colors","7.0 inches, 142.1 cm2 (~58.1% screen-to-body ratio)","800 x 1280 pixels, 16:10 ratio (~216 ppi density)",Quad-core (2x1.5 GHz & 2x1.2 GHz),"8/16 GB, 1 GB RAM","8/16 GB, 1 GB RAM",2 MP,VGA,"4.0, A2DP",Non-removable Li-Ion battery,About 120 EUR
128,Amazon Fire HD 6,0,"2014, September",290 g (10.23 oz),"IPS LCD capacitive touchscreen, 16M colors","6.0 inches, 104.4 cm2 (~60.0% screen-to-body ratio)","800 x 1280 pixels, 16:10 ratio (~252 ppi density)",Quad-core (2x1.5 GHz & 2x1.2 GHz),"8/16 GB, 1 GB RAM","8/16 GB, 1 GB RAM",2 MP,VGA,"4.0, A2DP",Non-removable Li-Ion battery,About 90 EUR
129,Amazon Fire Phone,1,"2014, June",160 g (5.64 oz),"IPS LCD capacitive touchscreen, 16M colors","4.7 inches, 60.9 cm2 (~65.8% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~312 ppi density)",Quad-core 2.2 GHz Krait 400,"32/64 GB, 2 GB RAM","32/64 GB, 2 GB RAM","13 MP, OIS, AF",2.1 MP,3.0,Non-removable Li-Ion 2400 mAh battery,About 160 EUR
131,Amazon Kindle Fire HDX,1,"2013, September. Released 2013, October",303 g (Wi-Fi)/ 311 g (4G) (10.69 oz),"IPS LCD capacitive touchscreen, 16M colors","7.0 inches, 142.1 cm2 (~59.7% screen-to-body ratio)","1200 x 1920 pixels, 16:10 ratio (~323 ppi density)",Quad-core 2.2 GHz Krait 400,"16/32/64 GB, 2 GB RAM","16/32/64 GB, 2 GB RAM",1.3 MP,No,Yes,Non-removable Li-Ion battery,About 170 EUR
133,Amazon Kindle Fire HD 8.9 LTE,1,"2012, September. Released 2012, October",575 g (1.27 lb),"IPS LCD capacitive touchscreen, 16M colors","8.9 inches, 229.7 cm2 (~58.4% screen-to-body ratio)","1920 x 1200 pixels, 16:10 ratio (~254 ppi density)",Dual-core 1.5 GHz Cortex-A9,"32/64 GB, 1 GB RAM","32/64 GB, 1 GB RAM",1.3 MP,No,Yes,Non-removable Li-Ion battery,About 380 EUR
134,Amazon Kindle Fire HD 8.9,0,"2012, September. Released 2012, October",567 g (1.25 lb),"IPS LCD capacitive touchscreen, 16M colors","8.9 inches, 229.7 cm2 (~58.4% screen-to-body ratio)","1920 x 1200 pixels, 16:10 ratio (~254 ppi density)",Dual-core 1.5 GHz Cortex-A9,"16/32 GB, 1 GB RAM","16/32 GB, 1 GB RAM",1.3 MP,No,Yes,Non-removable Li-Ion battery,About 200 EUR
135,Amazon Kindle Fire HD,0,"2012, September. Released 2012, September",395 g (13.93 oz),"IPS LCD capacitive touchscreen, 16M colors","7.0 inches, 142.1 cm2 (~53.7% screen-to-body ratio)","800 x 1280 pixels, 16:10 ratio (~216 ppi density)",Dual-core 1.2 GHz Cortex-A9,"16/32 GB, 1 GB RAM","16/32 GB, 1 GB RAM",1.3 MP,No,Yes,Non-removable Li-Ion battery,About 150 EUR
179,Apple iPad Pro 12.9 (2018),1,"2018, October","631 g (Wi-Fi), 633 g (LTE) (1.39 lb)","LED-backlit IPS LCD, capacitive touchscreen, 16M colors","12.9 inches, 515.3 cm2 (~85.4% screen-to-body ratio)","2048 x 2732 pixels, 4:3 ratio (~265 ppi density)",Octa-core (4x2.5 GHz Vortex + 4x1.6 GHz Tempest),"1 TB, 6 GB RAM or 64/256/512 GB, 4 GB RAM","1 TB, 6 GB RAM or 64/256/512 GB, 4 GB RAM","12 MP, f/1.8, 29mm (standard), 1/3"", 1.22m, PDAF","7 MP, f/2.2, 32mm (standard)","5.0, A2DP, LE, EDR",Non-removable Li-Po 9720 mAh battery (36.71 Wh),About 1100 EUR
180,Apple iPad Pro 11,1,"2018, October",468 g (1.03 lb),"LED-backlit IPS LCD, capacitive touchscreen, 16M colors","11.0 inches, 366.5 cm2 (~82.9% screen-to-body ratio)",1668 x 2388 pixels (~265 ppi density),Octa-core (4x2.5 GHz Vortex + 4x1.6 GHz Tempest),"1 TB, 6 GB RAM or 64/256/512 GB, 4 GB RAM","1 TB, 6 GB RAM or 64/256/512 GB, 4 GB RAM","12 MP, f/1.8, 29mm (standard), 1/3"", 1.22m, PDAF","7 MP, f/2.2, 32mm (standard)","5.0, A2DP, LE, EDR",Non-removable Li-Po 7812 mAh battery (29.45 Wh),About 880 EUR
181,Apple iPhone XS Max,1,"2018, September",208 g (7.34 oz),"Super AMOLED capacitive touchscreen, 16M colors","6.5 inches, 102.9 cm2 (~84.4% screen-to-body ratio)","1242 x 2688 pixels, 19.5:9 ratio (~458 ppi density)",Hexa-core (2x2.5 GHz Vortex + 4x1.6 GHz Tempest),"64/256/512 GB, 4 GB RAM","64/256/512 GB, 4 GB RAM","12 MP, f/1.8, 26mm (wide), 1/2.55"", 1.4m, OIS, PDAF 
12 MP, f/2.4, 52mm (telephoto), 1/3.4"", 1.0m, OIS, PDAF, 2x optical zoom","7 MP, f/2.2, 32mm (standard)","5.0, A2DP, LE",Non-removable Li-Ion 3174 mAh battery,About 1250 EUR
182,Apple iPhone XS,1,"2018, September",177 g (6.24 oz),"Super AMOLED capacitive touchscreen, 16M colors","5.8 inches, 84.4 cm2 (~82.9% screen-to-body ratio)","1125 x 2436 pixels, 19.5:9 ratio (~458 ppi density)",Hexa-core (2x2.5 GHz Vortex + 4x1.6 GHz Tempest),"64/256/512 GB, 4 GB RAM","64/256/512 GB, 4 GB RAM","12 MP, f/1.8, 26mm (wide), 1/2.55"", 1.4m, OIS, PDAF 
12 MP, f/2.4, 52mm (telephoto), 1/3.4"", 1.0m, OIS, PDAF, 2x optical zoom","7 MP, f/2.2, 32mm (standard)","5.0, A2DP, LE",Non-removable Li-Ion 2658 mAh battery (10.13 Wh),About 1150 EUR
183,Apple iPhone XR,1,"2018, September",194 g (6.84 oz),"IPS LCD capacitive touchscreen, 16M colors","6.1 inches, 90.3 cm2 (~79.0% screen-to-body ratio)","828 x 1792 pixels, 19.5:9 ratio (~326 ppi density)",Hexa-core (2x2.5 GHz Vortex + 4x1.6 GHz Tempest),"64/128/256 GB, 3 GB RAM","64/128/256 GB, 3 GB RAM","12 MP, f/1.8, 26mm (wide), 1/2.55"", 1.4m, OIS, PDAF","7 MP, f/2.2, 32mm (standard)","5.0, A2DP, LE",Non-removable Li-Ion 2942 mAh battery,About 850 EUR
186,Apple iPad 9.7 (2018),1,"2018, March",469 g (Wi-Fi) / 478 g (LTE) (1.05 lb),"LED-backlit IPS LCD, capacitive touchscreen, 16M colors","9.7 inches, 291.4 cm2 (~71.6% screen-to-body ratio)","1536 x 2048 pixels, 4:3 ratio (~264 ppi density)",Quad-core 2.34 GHz (2x Hurricane + 2x Zephyr),"32/128 GB, 2 GB RAM","32/128 GB, 2 GB RAM","8 MP, f/2.4, 31mm (standard), 1.12m, AF","1.2 MP, f/2.2, 31mm (standard)","4.2, A2DP, EDR, LE",Non-removable Li-Ion battery (32.4 Wh),About 350 EUR
187,Apple iPhone X,1,"2017, September",174 g (6.14 oz),"Super AMOLED capacitive touchscreen, 16M colors","5.8 inches, 84.4 cm2 (~82.9% screen-to-body ratio)","1125 x 2436 pixels, 19.5:9 ratio (~458 ppi density)",Hexa-core 2.39 GHz (2x Monsoon + 4x Mistral),"64/256 GB, 3 GB RAM","64/256 GB, 3 GB RAM","12 MP, f/1.8, 28mm (wide), 1/3"", 1.22m, OIS, PDAF 
12 MP, f/2.4, 52mm (telephoto), 1/3.4"", 1.0m, OIS, PDAF, 2x optical zoom","7 MP, f/2.2, 32mm (standard)","5.0, A2DP, LE",Non-removable Li-Ion 2716 mAh battery (10.35 Wh),About 1000 EUR
188,Apple iPhone 8 Plus,1,"2017, September",202 g (7.13 oz),"LED-backlit IPS LCD, capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~67.4% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Hexa-core (2x Monsoon + 4x Mistral),"64/256 GB, 3 GB RAM","64/256 GB, 3 GB RAM","12 MP, f/1.8, 28mm (wide), OIS, PDAF
12 MP, f/2.8, 57mm (telephoto), 2x optical zoom, PDAF","7 MP, f/2.2, 32mm (standard)","5.0, A2DP, LE",Non-removable Li-Ion 2691 mAh battery (10.28 Wh),About 770 EUR
189,Apple iPhone 8,1,"2017, September",148 g (5.22 oz),"LED-backlit IPS LCD, capacitive touchscreen, 16M colors","4.7 inches, 60.9 cm2 (~65.4% screen-to-body ratio)","750 x 1334 pixels, 16:9 ratio (~326 ppi density)",Hexa-core (2x Monsoon + 4x Mistral),"64/256 GB, 2 GB RAM","64/256 GB, 2 GB RAM","12 MP, f/1.8, 28mm (wide), OIS, PDAF","7 MP, f/2.2","5.0, A2DP, LE",Non-removable Li-Ion 1821 mAh battery (6.96 Wh),About 700 EUR
195,Apple iPad 9.7 (2017),1,"2017, March",469 g (Wi-Fi) / 478 g (LTE) (1.05 lb),"LED-backlit IPS LCD, capacitive touchscreen, 16M colors","9.7 inches, 291.4 cm2 (~71.6% screen-to-body ratio)","1536 x 2048 pixels, 4:3 ratio (~264 ppi density)",Dual-core 1.84 GHz (Twister),"32/128 GB, 2 GB RAM","32/128 GB, 2 GB RAM","8 MP, f/2.4, 31mm (standard), 1.12m, AF","1.2 MP, f/2.2, 31mm (standard)","4.2, A2DP, EDR, LE",Non-removable Li-Ion 8827 mAh battery (32.9 Wh),About 390 EUR
204,Apple iPhone 7 Plus,1,"2016, September",188 g (6.63 oz),"LED-backlit IPS LCD, capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~67.7% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Quad-core 2.34 GHz (2x Hurricane + 2x Zephyr),"32/128/256 GB, 3 GB RAM","32/128/256 GB, 3 GB RAM","12 MP, f/1.8, 28mm (wide), 1/3"", OIS, PDAF
12 MP, f/2.8, 56mm (telephoto), 1/3.6"", 2x optical zoom, AF","7 MP, f/2.2, 32mm (standard)","4.2, A2DP, LE",Non-removable Li-Ion 2900 mAh battery (11.1 Wh),About 690 EUR
205,Apple iPhone 7,1,"2016, September",138 g (4.87 oz),"LED-backlit IPS LCD, capacitive touchscreen, 16M colors","4.7 inches, 60.9 cm2 (~65.6% screen-to-body ratio)","750 x 1334 pixels, 16:9 ratio (~326 ppi density)",Quad-core 2.34 GHz (2x Hurricane + 2x Zephyr),"32/128/256 GB, 2 GB RAM","32/128/256 GB, 2 GB RAM","12 MP, f/1.8, 28mm (wide), 1/3"", OIS, PDAF","7 MP, f/2.2, 32mm (standard)","4.2, A2DP, LE",Non-removable Li-Ion 1960 mAh battery (7.45 Wh),About 550 EUR
206,Apple iPad Pro 9.7 (2016),1,"2016, March",437 g (Wi-Fi) / 444 g (LTE) (15.66 oz),"LED-backlit IPS LCD, capacitive touchscreen, 16M colors","9.7 inches, 291.4 cm2 (~71.6% screen-to-body ratio)","1536 x 2048 pixels, 4:3 ratio (~264 ppi density)",Dual-core 2.16 GHz (Twister),"32/128/256 GB, 2 GB RAM","32/128/256 GB, 2 GB RAM","12 MP, f/2.2, 29mm (standard), 1/3"", 1.22m, PDAF","5 MP, f/2.2, 31mm (standard)","4.2, A2DP, EDR",Non-removable Li-Ion 7306 mAh battery (27.9 Wh),About 690 EUR
207,Apple iPhone SE,1,"2016, March",113 g (3.99 oz),"LED-backlit IPS LCD, capacitive touchscreen, 16M colors","4.0 inches, 44.1 cm2 (~60.8% screen-to-body ratio)","640 x 1136 pixels, 16:9 ratio (~326 ppi density)",Dual-core 1.84 GHz Twister,"16/32/64/128 GB, 2 GB RAM","16/32/64/128 GB, 2 GB RAM","12 MP, f/2.2, 29mm (standard), 1/3"", 1.22m, PDAF","1.2 MP, f/2.4, 31mm (standard)","4.2, A2DP, LE",Non-removable Li-Po 1624 mAh battery (6.21 Wh),About 300 EUR
208,Apple iPhone 6s Plus,1,"2015, September",192 g (6.77 oz),"LED-backlit IPS LCD, capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~67.7% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Dual-core 1.84 GHz Twister,"16/32/64/128 GB, 2 GB RAM","16/32/64/128 GB, 2 GB RAM","12 MP, f/2.2, 29mm (standard), 1/3"", 1.22m, OIS, PDAF","5 MP, f/2.2, 31mm (standard)","4.2, A2DP, LE",Non-removable Li-Ion 2750 mAh battery (10.45 Wh),About 470 EUR
209,Apple iPhone 6s,1,"2015, September",143 g (5.04 oz),"LED-backlit IPS LCD, capacitive touchscreen, 16M colors","4.7 inches, 60.9 cm2 (~65.6% screen-to-body ratio)","750 x 1334 pixels, 16:9 ratio (~326 ppi density)",Dual-core 1.84 GHz Twister,"16/32/64/128 GB, 2 GB RAM","16/32/64/128 GB, 2 GB RAM","12 MP, f/2.2, 29mm (standard), 1/3"", 1.22m, PDAF","5 MP, f/2.2, 31mm (standard)","4.2, A2DP, LE",Non-removable Li-Ion 1715 mAh battery (6.91 Wh),About 500 EUR
210,Apple iPad Pro 12.9 (2015),1,"2015, September",713 g (Wi-Fi) / 723 g (LTE) (1.57 lb),"LED-backlit IPS LCD, capacitive touchscreen, 16M colors","12.9 inches, 519.2 cm2 (~77.0% screen-to-body ratio)","2048 x 2732 pixels, 4:3 ratio (~264 ppi density)",Dual-core 2.26 GHz (Twister),"32/128/256 GB, 4 GB RAM","32/128/256 GB, 4 GB RAM","8 MP, f/2.4, 31mm (standard), 1.12m, AF",1.2 MP,"4.0, A2DP, EDR","Non-removable Li-Ion 10,307 mAh battery (38.8 Wh)",About 850 EUR
211,Apple iPad mini 4,1,"2015, September",299 g (Wi-Fi) / 304 g (3G/LTE) (10.55 oz),"LED-backlit IPS LCD, capacitive touchscreen, 16M colors","7.9 inches, 193.3 cm2 (~70.6% screen-to-body ratio)","1536 x 2048 pixels, 4:3 ratio (~324 ppi density)",Dual-core 1.5 GHz Typhoon,"16/32/64/128 GB, 2 GB RAM","16/32/64/128 GB, 2 GB RAM","8 MP, f/2.4, 32mm (standard), 1.12m, AF","1.2 MP, f/2.2, 31mm (standard)","4.0, A2DP, EDR",Non-removable Li-Ion 5124 mAh battery (19.1 Wh),About 360 EUR
218,Apple iPad Air 2,1,"2014, October",437 g (Wi-Fi) / 444 g (3G/LTE) (15.41 oz),"LED-backlit IPS LCD, capacitive touchscreen, 16M colors","9.7 inches, 291.4 cm2 (~71.6% screen-to-body ratio)","1536 x 2048 pixels, 4:3 ratio (~264 ppi density)",Triple-core 1.5 GHz Typhoon,"16/32/64/128 GB, 2 GB RAM","16/32/64/128 GB, 2 GB RAM","8 MP, f/2.4, 31mm (standard), 1.12m, AF","1.2 MP, f/2.2, 31mm (standard)","4.0, A2DP, EDR",Non-removable Li-Po 7340 mAh battery (27.62 Wh),About 440 EUR
219,Archos Saphir 50X,1,"2018, April",210 g (7.41 oz),"S-IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~61.9% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Quad-core 1.3 GHz Cortex-A53,"16 GB, 2 GB RAM","16 GB, 2 GB RAM","8 MP, AF",2 MP,"4.0, A2DP, LE",Non-removable Li-Ion 4000 mAh battery,About 150 EUR
220,Archos Diamond Omega,1,"2017, October",170 g (6.00 oz),"LTPS IPS LCD capacitive touchscreen, 16M colors","5.73 inches, 87.6 cm2 (~81.7% screen-to-body ratio)","1080 x 2040 pixels, 17:9 ratio (~403 ppi density)",Octa-core (4x2.45 GHz Kryo & 4x1.9 GHz Kryo),"128 GB, 8 GB RAM","128 GB, 8 GB RAM","12 MP, f/1.8, 1/2.55"", 1.4m, dual pixel PDAF
23 MP, f/2.0, PDAF, 2x lossless zoom","5 MP, f/2.2
5 MP","4.1, A2DP, LE",Non-removable Li-Po 3100 mAh battery,About 300 EUR
221,Archos Diamond Alpha +,1,"2017, August",155 g (5.47 oz),"IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm2 (~70.1% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~424 ppi density)",Octa-core (4x1.8 GHz Cortex-A72 & 4x1.4 GHz Cortex-A53),"128 GB, 6 GB RAM","128 GB, 6 GB RAM","13 MP, 1/2.9"", 1.25m, AF
13 MP B/W","16 MP, f/2.2","4.2, A2DP, LE",Non-removable Li-Ion 3000 mAh battery,About 400 EUR
222,Archos Diamond Tab,1,"2017, August",510 g (1.12 lb),"IPS LCD capacitive touchscreen, 16M colors","10.1 inches, 295.8 cm2 (~71.2% screen-to-body ratio)","1600 x 2560 pixels, 16:10 ratio (~299 ppi density)",Dual-core Cortex-A72 & quad-core Cortex-A53,"64 GB, 4 GB RAM","64 GB, 4 GB RAM","13 MP, AF",5 MP,"4.2, A2DP, EDR",Non-removable Li-Po 6600 mAh battery,About 300 EUR
223,Archos Diamond Alpha,1,"2017, June",155 g (5.47 oz),"IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm2 (~70.1% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~424 ppi density)",Octa-core (4x1.8 GHz Cortex-A72 & 4x1.4 GHz Cortex-A53),"64 GB, 4 GB RAM","64 GB, 4 GB RAM","13 MP, 1/2.9"", 1.25m, AF
13 MP B/W","16 MP, f/2.2","4.2, A2DP, LE",Non-removable Li-Ion 2950 mAh battery,About 350 EUR
